record_id,family_id,flow,step_number,steps_in_journey,hs_code,description,step_first_period,step_last_period,rewordings_within_step,step_status,next_hs_code
IMR-3002101090-198801,IM-3002101022-198801,imports,3,3,3002.12.00.19,"Human antisera and other human blood fractions, nes",201701,202606,0,active,
IMR-3002102110-198801,IM-3002102110-198801,imports,1,3,3002.10.21.10,"Bovine albumin, for parenteral administration in humans",198801,199712,0,succeeded,3002.10.00.41
IMR-3002102110-198801,IM-3002102110-198801,imports,2,3,3002.10.00.41,"Bovine albumin, for parenteral administration in humans",199801,201612,0,succeeded,3002.12.00.21
IMR-3002102110-198801,IM-3002102110-198801,imports,3,3,3002.12.00.21,"Animal antisera and other animal blood fractions, for use in humans",201701,202606,0,active,
IMR-3002102120-198801,IM-3002102110-198801,imports,1,3,3002.10.21.20,"Sera and antisera, of animal origin, for parenteral administration in humans",198801,199712,0,succeeded,3002.10.00.42
IMR-3002102120-198801,IM-3002102110-198801,imports,2,3,3002.10.00.42,"Sera and antisera, of animal origin, for parenteral administration in humans",199801,201612,0,succeeded,3002.12.00.21
IMR-3002102120-198801,IM-3002102110-198801,imports,3,3,3002.12.00.21,"Animal antisera and other animal blood fractions, for use in humans",201701,202606,0,active,
IMR-3002102190-198801,IM-3002102110-198801,imports,1,3,3002.10.21.90,"Blood albumin nes, of animal origin, for parenteral administration in humans",198801,199712,0,succeeded,3002.10.00.49
IMR-3002102190-198801,IM-3002102110-198801,imports,2,3,3002.10.00.49,"Blood albumin, nes, of animal origin, for parenteral administration in humans",199801,201612,1,succeeded,3002.12.00.21
IMR-3002102190-198801,IM-3002102110-198801,imports,3,3,3002.12.00.21,"Animal antisera and other animal blood fractions, for use in humans",201701,202606,0,active,
IMR-3002102910-198801,IM-3002102110-198801,imports,1,3,3002.10.29.10,"Blood fractions, nes, for use in humans",198801,199712,0,succeeded,3002.10.00.51
IMR-3002102910-198801,IM-3002102110-198801,imports,2,3,3002.10.00.51,"Blood fractions, nes, for use in humans",199801,201612,0,succeeded,3002.12.00.21
IMR-3002102910-198801,IM-3002102110-198801,imports,3,3,3002.12.00.21,"Animal antisera and other animal blood fractions, for use in humans",201701,202606,0,active,
IMR-3002102920-198801,IM-3002102920-198801,imports,1,4,3002.10.29.20,"Blood fractions, nes, for use in animals",198801,199104,0,succeeded,3002.10.29.90
IMR-3002102920-198801,IM-3002102920-198801,imports,2,4,3002.10.29.90,"Blood fractions, nes",198801,199712,0,succeeded,3002.10.00.59
IMR-3002102920-198801,IM-3002102920-198801,imports,3,4,3002.10.00.59,"Blood fractions, nes",199801,201612,0,succeeded,3002.12.00.29
IMR-3002102920-198801,IM-3002102920-198801,imports,4,4,3002.12.00.29,"Animal antisera and other animal blood fractions, nes",201701,202606,0,active,
IMR-3002102990-198801,IM-3002102920-198801,imports,1,3,3002.10.29.90,"Blood fractions, nes",198801,199712,0,succeeded,3002.10.00.59
IMR-3002102990-198801,IM-3002102920-198801,imports,2,3,3002.10.00.59,"Blood fractions, nes",199801,201612,0,succeeded,3002.12.00.29
IMR-3002102990-198801,IM-3002102920-198801,imports,3,3,3002.12.00.29,"Animal antisera and other animal blood fractions, nes",201701,202606,0,active,
IMR-3002110000-201701,IM-3002110000-201701,imports,1,1,3002.11.00.00,Malaria diagnostic test kits,201701,202112,0,left_chapter,
IMR-3002120011-201701,IM-3002101010-198801,imports,1,1,3002.12.00.11,"Human antisera and other human blood fractions, for diagnostic use",201701,202606,0,active,
IMR-3002120012-201701,IM-3002101021-198801,imports,1,1,3002.12.00.12,"Human blood plasma, for therapeutic/prophylactic/other uses",201701,202606,0,active,
IMR-3002120013-201701,IM-3002101023-199001,imports,1,1,3002.12.00.13,"Human immune globulin, for therapeutic/prophylactic/other uses",201701,202606,0,active,
IMR-3002120019-201701,IM-3002101022-198801,imports,1,1,3002.12.00.19,"Human antisera and other human blood fractions, nes",201701,202606,0,active,
IMR-3002120021-201701,IM-3002102110-198801,imports,1,1,3002.12.00.21,"Animal antisera and other animal blood fractions, for use in humans",201701,202606,0,active,
IMR-3002120029-201701,IM-3002102920-198801,imports,1,1,3002.12.00.29,"Animal antisera and other animal blood fractions, nes",201701,202606,0,active,
IMR-3002130000-201701,IM-3002130000-201701,imports,1,1,3002.13.00.00,"Immunological products, unmixed, not put up in measured doses/forms/packings frs",201701,202606,0,active,
IMR-3002140000-201701,IM-3002140000-201701,imports,1,1,3002.14.00.00,"Immunological products,mixed,not put in measured doses/forms/packings f ret sale",201701,202606,0,active,
IMR-3002150000-201701,IM-3002150000-201701,imports,1,1,3002.15.00.00,"Immunological products, put up in measured doses/forms/packings, for retail sale",201701,202606,0,active,
IMR-3002190000-201701,IM-3002901020-198801,imports,1,2,3002.19.00.00,"Immunological products, nes, w/n modified/obtained by biotechnological processes",201701,202112,0,succeeded,3002.90.00.90
IMR-3002190000-201701,IM-3002901020-198801,imports,2,2,3002.90.00.90,"Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",202201,202606,0,active,
IMR-3002200010-198802,IM-3002200010-198802,imports,1,2,3002.20.00.10,"Vaccines against influenza virus, for human use",198802,202112,0,succeeded,3002.41.00.10
IMR-3002200010-198802,IM-3002200010-198802,imports,2,2,3002.41.00.10,"Vaccines, for against influenza virus, human medicine",202201,202606,0,active,
IMR-3002200020-198801,IM-3002200020-198801,imports,1,3,3002.20.00.20,"Vaccines against rubella (german measles), for human use",198801,201112,0,succeeded,3002.20.00.90
IMR-3002200020-198801,IM-3002200020-198801,imports,2,3,3002.20.00.90,"Vaccines, nes, for human medicine",198801,202112,0,succeeded,3002.41.00.90
IMR-3002200020-198801,IM-3002200020-198801,imports,3,3,3002.41.00.90,"Vaccines, o/t for against influenza virus, human medicine, nes",202201,202606,0,active,
IMR-3002200030-198801,IM-3002200020-198801,imports,1,3,3002.20.00.30,"Vaccines against rabies, for human use",198801,201111,0,succeeded,3002.20.00.90
IMR-3002200030-198801,IM-3002200020-198801,imports,2,3,3002.20.00.90,"Vaccines, nes, for human medicine",198801,202112,0,succeeded,3002.41.00.90
IMR-3002200030-198801,IM-3002200020-198801,imports,3,3,3002.41.00.90,"Vaccines, o/t for against influenza virus, human medicine, nes",202201,202606,0,active,
IMR-3002200090-198801,IM-3002200020-198801,imports,1,2,3002.20.00.90,"Vaccines, nes, for human medicine",198801,202112,0,succeeded,3002.41.00.90
IMR-3002200090-198801,IM-3002200020-198801,imports,2,2,3002.41.00.90,"Vaccines, o/t for against influenza virus, human medicine, nes",202201,202606,0,active,
IMR-3002300010-199801,IM-3002391000-198801,imports,1,2,3002.30.00.10,Vacc agnst foot and mth disse; vacc prepr for parentl admin; bovi intrnsl vacc,199801,202112,0,succeeded,3002.42.00.10
IMR-3002300010-199801,IM-3002391000-198801,imports,2,2,3002.42.00.10,Vaccines agnst foot and mth disse;vacc prepr for parentl admin;bovi intrnsl vacc,202201,202606,0,active,
IMR-3002300090-199801,IM-3002310000-198801,imports,1,2,3002.30.00.90,"Vaccines, veterinary use, nes",199801,202112,0,succeeded,3002.42.00.90
IMR-3002300090-199801,IM-3002310000-198801,imports,2,2,3002.42.00.90,"Vaccines, veterinary use, nes",202201,202606,0,active,
IMR-3002301000-199601,IM-3002391000-198801,imports,1,3,3002.30.10.00,Vacc agnst foot and mth disse; vacc prepr for parentl admin; bovi intrnsl vacc,199601,199712,0,succeeded,3002.30.00.10
IMR-3002301000-199601,IM-3002391000-198801,imports,2,3,3002.30.00.10,Vacc agnst foot and mth disse; vacc prepr for parentl admin; bovi intrnsl vacc,199801,202112,0,succeeded,3002.42.00.10
IMR-3002301000-199601,IM-3002391000-198801,imports,3,3,3002.42.00.10,Vaccines agnst foot and mth disse;vacc prepr for parentl admin;bovi intrnsl vacc,202201,202606,0,active,
IMR-3002309000-199601,IM-3002310000-198801,imports,1,3,3002.30.90.00,"Vaccines, veterinary use, nes",199601,199712,0,succeeded,3002.30.00.90
IMR-3002309000-199601,IM-3002310000-198801,imports,2,3,3002.30.00.90,"Vaccines, veterinary use, nes",199801,202112,0,succeeded,3002.42.00.90
IMR-3002309000-199601,IM-3002310000-198801,imports,3,3,3002.42.00.90,"Vaccines, veterinary use, nes",202201,202606,0,active,
IMR-3002310000-198801,IM-3002310000-198801,imports,1,4,3002.31.00.00,"Vaccines against foot or mouth disease, veterinary use",198801,199507,0,succeeded,3002.30.90.00
IMR-3002310000-198801,IM-3002310000-198801,imports,2,4,3002.30.90.00,"Vaccines, veterinary use, nes",199601,199712,0,succeeded,3002.30.00.90
IMR-3002310000-198801,IM-3002310000-198801,imports,3,4,3002.30.00.90,"Vaccines, veterinary use, nes",199801,202112,0,succeeded,3002.42.00.90
IMR-3002310000-198801,IM-3002310000-198801,imports,4,4,3002.42.00.90,"Vaccines, veterinary use, nes",202201,202606,0,active,
IMR-3002391000-198801,IM-3002391000-198801,imports,1,4,3002.39.10.00,"Vaccines nes, prepared for parenteral admin in animal; bovine intranasal vaccine",198801,199512,0,succeeded,3002.30.10.00
IMR-3002391000-198801,IM-3002391000-198801,imports,2,4,3002.30.10.00,Vacc agnst foot and mth disse; vacc prepr for parentl admin; bovi intrnsl vacc,199601,199712,0,succeeded,3002.30.00.10
IMR-3002391000-198801,IM-3002391000-198801,imports,3,4,3002.30.00.10,Vacc agnst foot and mth disse; vacc prepr for parentl admin; bovi intrnsl vacc,199801,202112,0,succeeded,3002.42.00.10
IMR-3002391000-198801,IM-3002391000-198801,imports,4,4,3002.42.00.10,Vaccines agnst foot and mth disse;vacc prepr for parentl admin;bovi intrnsl vacc,202201,202606,0,active,
IMR-3002399000-198801,IM-3002310000-198801,imports,1,4,3002.39.90.00,"Vaccines, veterinary use, nes",198801,199512,0,succeeded,3002.30.90.00
IMR-3002399000-198801,IM-3002310000-198801,imports,2,4,3002.30.90.00,"Vaccines, veterinary use, nes",199601,199712,0,succeeded,3002.30.00.90
IMR-3002399000-198801,IM-3002310000-198801,imports,3,4,3002.30.00.90,"Vaccines, veterinary use, nes",199801,202112,0,succeeded,3002.42.00.90
IMR-3002399000-198801,IM-3002310000-198801,imports,4,4,3002.42.00.90,"Vaccines, veterinary use, nes",202201,202606,0,active,
IMR-3002410010-202201,IM-3002200010-198802,imports,1,1,3002.41.00.10,"Vaccines, for against influenza virus, human medicine",202201,202606,0,active,
IMR-3002410090-202201,IM-3002200020-198801,imports,1,1,3002.41.00.90,"Vaccines, o/t for against influenza virus, human medicine, nes",202201,202606,0,active,
IMR-3002420010-202201,IM-3002391000-198801,imports,1,1,3002.42.00.10,Vaccines agnst foot and mth disse;vacc prepr for parentl admin;bovi intrnsl vacc,202201,202606,0,active,
IMR-3002420090-202201,IM-3002310000-198801,imports,1,1,3002.42.00.90,"Vaccines, veterinary use, nes",202201,202606,0,active,
IMR-3002490010-202201,IM-3002900050-201701,imports,1,1,3002.49.00.10,"Cultures, of micro-organisms (excluding yeasts) and similar products",202201,202606,0,active,
IMR-3002490020-202201,IM-3002901010-198801,imports,1,1,3002.49.00.20,Toxins and similar products,202201,202606,0,active,
IMR-3002490090-202201,IM-3002490090-202201,imports,1,1,3002.49.00.90,"Vaccines,toxins,cultures of micro-organisms (excl yeasts) & similar products,nes",202201,202606,0,active,
IMR-3002510000-202201,IM-3002510000-202201,imports,1,1,3002.51.00.00,"Cell therapy products, whether or not modified",202201,202606,0,active,
IMR-3002590000-202201,IM-3002590000-202201,imports,1,1,3002.59.00.00,"Cell cultures, whether or not modified, nes",202201,202606,0,active,
IMR-3002900010-201701,IM-3002901010-198801,imports,1,2,3002.90.00.10,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",201701,202112,0,succeeded,3002.49.00.20
IMR-3002900010-201701,IM-3002901010-198801,imports,2,2,3002.49.00.20,Toxins and similar products,202201,202606,0,active,
IMR-3002900011-199801,IM-3002901010-198801,imports,1,3,3002.90.00.11,Ricin,199801,201609,0,succeeded,3002.90.00.10
IMR-3002900011-199801,IM-3002901010-198801,imports,2,3,3002.90.00.10,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",201701,202112,0,succeeded,3002.49.00.20
IMR-3002900011-199801,IM-3002901010-198801,imports,3,3,3002.49.00.20,Toxins and similar products,202201,202606,0,active,
IMR-3002900012-200003,IM-3002901010-198801,imports,1,3,3002.90.00.12,Saxitoxin,200003,201610,0,succeeded,3002.90.00.10
IMR-3002900012-200003,IM-3002901010-198801,imports,2,3,3002.90.00.10,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",201701,202112,0,succeeded,3002.49.00.20
IMR-3002900012-200003,IM-3002901010-198801,imports,3,3,3002.49.00.20,Toxins and similar products,202201,202606,0,active,
IMR-3002900019-199801,IM-3002901010-198801,imports,1,3,3002.90.00.19,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates, nes",199801,201612,0,succeeded,3002.90.00.10
IMR-3002900019-199801,IM-3002901010-198801,imports,2,3,3002.90.00.10,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",201701,202112,0,succeeded,3002.49.00.20
IMR-3002900019-199801,IM-3002901010-198801,imports,3,3,3002.49.00.20,Toxins and similar products,202201,202606,0,active,
IMR-3002900020-199801,IM-3002901020-198801,imports,1,2,3002.90.00.20,Butter-making ferment cultures,199801,201612,0,succeeded,3002.90.00.90
IMR-3002900020-199801,IM-3002901020-198801,imports,2,2,3002.90.00.90,"Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",201701,202606,1,active,
IMR-3002900020-202201,IM-3002900020-202201,imports,1,1,3002.90.00.20,"Toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",202201,202606,0,active,
IMR-3002900030-199802,IM-3002901040-198801,imports,1,1,3002.90.00.30,Dried blood of animal origin,199802,202606,0,active,
IMR-3002900040-201701,IM-3002909020-199104,imports,1,1,3002.90.00.40,Whole human blood,201701,202606,0,active,
IMR-3002900050-201701,IM-3002900050-201701,imports,1,2,3002.90.00.50,Micro-organisms cultures,201701,202112,0,succeeded,3002.49.00.10
IMR-3002900050-201701,IM-3002900050-201701,imports,2,2,3002.49.00.10,"Cultures, of micro-organisms (excluding yeasts) and similar products",202201,202606,0,active,
IMR-3002900090-201701,IM-3002901020-198801,imports,1,1,3002.90.00.90,"Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",201701,202606,1,active,
IMR-3002900090-202201,IM-3002901020-198801,imports,1,1,3002.90.00.90,"Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",202201,202606,0,active,
IMR-3002900091-199801,IM-3002901020-198801,imports,1,2,3002.90.00.91,"Bacteria culture inoculants, for seeds",199801,201612,1,succeeded,3002.90.00.90
IMR-3002900091-199801,IM-3002901020-198801,imports,2,2,3002.90.00.90,"Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",201701,202606,1,active,
IMR-3002900091-200201,IM-3002901020-198801,imports,1,2,3002.90.00.91,"Bacteria culture inoculants, for seeds",200201,201612,0,succeeded,3002.90.00.90
IMR-3002900091-200201,IM-3002901020-198801,imports,2,2,3002.90.00.90,"Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",201701,202606,1,active,
IMR-3002900092-199801,IM-3002909020-199104,imports,1,2,3002.90.00.92,Whole human blood,199801,201612,0,succeeded,3002.90.00.40
IMR-3002900092-199801,IM-3002909020-199104,imports,2,2,3002.90.00.40,Whole human blood,201701,202606,0,active,
IMR-3002900093-199802,IM-3002901020-198801,imports,1,2,3002.90.00.93,Antiallergenic preparations of microbial origin,199802,201612,0,succeeded,3002.90.00.90
IMR-3002900093-199802,IM-3002901020-198801,imports,2,2,3002.90.00.90,"Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",201701,202606,1,active,
IMR-3002900099-199801,IM-3002901020-198801,imports,1,2,3002.90.00.99,"Human blood;anml blood therap/prophltc/diag uses;toxins,micro-organisms cult,nes",199801,201612,1,succeeded,3002.90.00.90
IMR-3002900099-199801,IM-3002901020-198801,imports,2,2,3002.90.00.90,"Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",201701,202606,1,active,
IMR-3002900099-201201,IM-3002901020-198801,imports,1,2,3002.90.00.99,"Human blood;anml blood therap/prophltc/diag uses;toxins,micro-organisms cult,nes",201201,201612,0,succeeded,3002.90.00.90
IMR-3002900099-201201,IM-3002901020-198801,imports,2,2,3002.90.00.90,"Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",201701,202606,1,active,
IMR-3002901010-198801,IM-3002901010-198801,imports,1,4,3002.90.10.10,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",198801,199612,0,succeeded,3002.90.00.19
IMR-3002901010-198801,IM-3002901010-198801,imports,2,4,3002.90.00.19,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates, nes",199801,201612,0,succeeded,3002.90.00.10
IMR-3002901010-198801,IM-3002901010-198801,imports,3,4,3002.90.00.10,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",201701,202112,0,succeeded,3002.49.00.20
