record_id,span_id,flow,hs_code,description,first_period,last_period,value_cad,family_id,family_anchor_code,family_anchor_first_traded,family_size,family_commodities,family_display_number,family_codes
IMR-3002102120-198801,imports:3002.10.21.20:1988-01,imports,3002.10.21.20,"Sera and antisera, of animal origin, for parenteral administration in humans",198801,199712,34907173,IM-3002102110-198801,3002.10.21.10,198801,9,9,8,3002.10.00.41;3002.10.00.42;3002.10.00.49;3002.10.00.51;3002.10.21.10;3002.10.21.20;3002.10.21.90;3002.10.29.10;3002.12.00.21
IMR-3002102190-198801,imports:3002.10.21.90:1988-01,imports,3002.10.21.90,"Blood albumin nes, of animal origin, for parenteral administration in humans",198801,199712,40116460,IM-3002102110-198801,3002.10.21.10,198801,9,9,8,3002.10.00.41;3002.10.00.42;3002.10.00.49;3002.10.00.51;3002.10.21.10;3002.10.21.20;3002.10.21.90;3002.10.29.10;3002.12.00.21
IMR-3002102910-198801,imports:3002.10.29.10:1988-01,imports,3002.10.29.10,"Blood fractions, nes, for use in humans",198801,199712,955745,IM-3002102110-198801,3002.10.21.10,198801,9,9,8,3002.10.00.41;3002.10.00.42;3002.10.00.49;3002.10.00.51;3002.10.21.10;3002.10.21.20;3002.10.21.90;3002.10.29.10;3002.12.00.21
IMR-3002102920-198801,imports:3002.10.29.20:1988-01,imports,3002.10.29.20,"Blood fractions, nes, for use in animals",198801,199104,77143,IM-3002102920-198801,3002.10.29.20,198801,4,4,9,3002.10.00.59;3002.10.29.20;3002.10.29.90;3002.12.00.29
IMR-3002102990-198801,imports:3002.10.29.90:1988-01,imports,3002.10.29.90,"Blood fractions, nes",198801,199712,26422139,IM-3002102920-198801,3002.10.29.20,198801,4,4,9,3002.10.00.59;3002.10.29.20;3002.10.29.90;3002.12.00.29
IMR-3002110000-201701,imports:3002.11.00.00:2017-01,imports,3002.11.00.00,Malaria diagnostic test kits,201701,202112,3361952,IM-3002110000-201701,3002.11.00.00,201701,1,1,96,3002.11.00.00
IMR-3002120011-201701,imports:3002.12.00.11:2017-01,imports,3002.12.00.11,"Human antisera and other human blood fractions, for diagnostic use",201701,202606,1226814955,IM-3002101010-198801,3002.10.10.10,198801,3,3,5,3002.10.00.10;3002.10.10.10;3002.12.00.11
IMR-3002120012-201701,imports:3002.12.00.12:2017-01,imports,3002.12.00.12,"Human blood plasma, for therapeutic/prophylactic/other uses",201701,202606,1752188520,IM-3002101021-198801,3002.10.10.21,198801,3,3,6,3002.10.00.21;3002.10.10.21;3002.12.00.12
IMR-3002120013-201701,imports:3002.12.00.13:2017-01,imports,3002.12.00.13,"Human immune globulin, for therapeutic/prophylactic/other uses",201701,202606,1657163965,IM-3002101023-199001,3002.10.10.23,199001,3,3,79,3002.10.00.23;3002.10.10.23;3002.12.00.13
IMR-3002120019-201701,imports:3002.12.00.19:2017-01,imports,3002.12.00.19,"Human antisera and other human blood fractions, nes",201701,202606,3949707054,IM-3002101022-198801,3002.10.10.22,198801,7,7,7,3002.10.00.22;3002.10.00.29;3002.10.00.30;3002.10.10.22;3002.10.10.29;3002.10.10.90;3002.12.00.19
IMR-3002120021-201701,imports:3002.12.00.21:2017-01,imports,3002.12.00.21,"Animal antisera and other animal blood fractions, for use in humans",201701,202606,355082442,IM-3002102110-198801,3002.10.21.10,198801,9,9,8,3002.10.00.41;3002.10.00.42;3002.10.00.49;3002.10.00.51;3002.10.21.10;3002.10.21.20;3002.10.21.90;3002.10.29.10;3002.12.00.21
IMR-3002120029-201701,imports:3002.12.00.29:2017-01,imports,3002.12.00.29,"Animal antisera and other animal blood fractions, nes",201701,202606,801307060,IM-3002102920-198801,3002.10.29.20,198801,4,4,9,3002.10.00.59;3002.10.29.20;3002.10.29.90;3002.12.00.29
IMR-3002130000-201701,imports:3002.13.00.00:2017-01,imports,3002.13.00.00,"Immunological products, unmixed, not put up in measured doses/forms/packings frs",201701,202606,99000269,IM-3002130000-201701,3002.13.00.00,201701,1,1,97,3002.13.00.00
IMR-3002140000-201701,imports:3002.14.00.00:2017-01,imports,3002.14.00.00,"Immunological products,mixed,not put in measured doses/forms/packings f ret sale",201701,202606,111309709,IM-3002140000-201701,3002.14.00.00,201701,1,1,98,3002.14.00.00
IMR-3002150000-201701,imports:3002.15.00.00:2017-01,imports,3002.15.00.00,"Immunological products, put up in measured doses/forms/packings, for retail sale",201701,202606,43788994485,IM-3002150000-201701,3002.15.00.00,201701,1,1,99,3002.15.00.00
IMR-3002190000-201701,imports:3002.19.00.00:2017-01,imports,3002.19.00.00,"Immunological products, nes, w/n modified/obtained by biotechnological processes",201701,202112,1629159701,IM-3002901020-198801,3002.90.10.20,198801,13,13,14,3002.10.00.60;3002.10.00.90;3002.19.00.00;3002.90.00.20;3002.90.00.90;3002.90.00.91;3002.90.00.93;3002.90.00.99;3002.90.10.20;3002.90.10.30;3002.90.90.10;3002.90.90.30;3002.90.90.90
IMR-3002200010-198802,imports:3002.20.00.10:1988-02,imports,3002.20.00.10,"Vaccines against influenza virus, for human use",198802,202112,902421504,IM-3002200010-198802,3002.20.00.10,198802,2,2,75,3002.20.00.10;3002.41.00.10
IMR-3002200020-198801,imports:3002.20.00.20:1988-01,imports,3002.20.00.20,"Vaccines against rubella (german measles), for human use",198801,201112,5568753,IM-3002200020-198801,3002.20.00.20,198801,4,4,10,3002.20.00.20;3002.20.00.30;3002.20.00.90;3002.41.00.90
IMR-3002200030-198801,imports:3002.20.00.30:1988-01,imports,3002.20.00.30,"Vaccines against rabies, for human use",198801,201111,9012275,IM-3002200020-198801,3002.20.00.20,198801,4,4,10,3002.20.00.20;3002.20.00.30;3002.20.00.90;3002.41.00.90
IMR-3002200090-198801,imports:3002.20.00.90:1988-01,imports,3002.20.00.90,"Vaccines, nes, for human medicine",198801,202112,11076237268,IM-3002200020-198801,3002.20.00.20,198801,4,4,10,3002.20.00.20;3002.20.00.30;3002.20.00.90;3002.41.00.90
IMR-3002300010-199801,imports:3002.30.00.10:1998-01,imports,3002.30.00.10,Vacc agnst foot and mth disse; vacc prepr for parentl admin; bovi intrnsl vacc,199801,202112,803346426,IM-3002391000-198801,3002.39.10.00,198801,4,4,12,3002.30.00.10;3002.30.10.00;3002.39.10.00;3002.42.00.10
IMR-3002300090-199801,imports:3002.30.00.90:1998-01,imports,3002.30.00.90,"Vaccines, veterinary use, nes",199801,202112,925135646,IM-3002310000-198801,3002.31.00.00,198801,5,5,11,3002.30.00.90;3002.30.90.00;3002.31.00.00;3002.39.90.00;3002.42.00.90
IMR-3002301000-199601,imports:3002.30.10.00:1996-01,imports,3002.30.10.00,Vacc agnst foot and mth disse; vacc prepr for parentl admin; bovi intrnsl vacc,199601,199712,33376350,IM-3002391000-198801,3002.39.10.00,198801,4,4,12,3002.30.00.10;3002.30.10.00;3002.39.10.00;3002.42.00.10
IMR-3002309000-199601,imports:3002.30.90.00:1996-01,imports,3002.30.90.00,"Vaccines, veterinary use, nes",199601,199712,29624986,IM-3002310000-198801,3002.31.00.00,198801,5,5,11,3002.30.00.90;3002.30.90.00;3002.31.00.00;3002.39.90.00;3002.42.00.90
IMR-3002310000-198801,imports:3002.31.00.00:1988-01,imports,3002.31.00.00,"Vaccines against foot or mouth disease, veterinary use",198801,199507,671805,IM-3002310000-198801,3002.31.00.00,198801,5,5,11,3002.30.00.90;3002.30.90.00;3002.31.00.00;3002.39.90.00;3002.42.00.90
IMR-3002391000-198801,imports:3002.39.10.00:1988-01,imports,3002.39.10.00,"Vaccines nes, prepared for parenteral admin in animal; bovine intranasal vaccine",198801,199512,74686051,IM-3002391000-198801,3002.39.10.00,198801,4,4,12,3002.30.00.10;3002.30.10.00;3002.39.10.00;3002.42.00.10
IMR-3002399000-198801,imports:3002.39.90.00:1988-01,imports,3002.39.90.00,"Vaccines, veterinary use, nes",198801,199512,71013102,IM-3002310000-198801,3002.31.00.00,198801,5,5,11,3002.30.00.90;3002.30.90.00;3002.31.00.00;3002.39.90.00;3002.42.00.90
IMR-3002410010-202201,imports:3002.41.00.10:2022-01,imports,3002.41.00.10,"Vaccines, for against influenza virus, human medicine",202201,202606,492721832,IM-3002200010-198802,3002.20.00.10,198802,2,2,75,3002.20.00.10;3002.41.00.10
IMR-3002410090-202201,imports:3002.41.00.90:2022-01,imports,3002.41.00.90,"Vaccines, o/t for against influenza virus, human medicine, nes",202201,202606,7994253527,IM-3002200020-198801,3002.20.00.20,198801,4,4,10,3002.20.00.20;3002.20.00.30;3002.20.00.90;3002.41.00.90
IMR-3002420010-202201,imports:3002.42.00.10:2022-01,imports,3002.42.00.10,Vaccines agnst foot and mth disse;vacc prepr for parentl admin;bovi intrnsl vacc,202201,202606,185622920,IM-3002391000-198801,3002.39.10.00,198801,4,4,12,3002.30.00.10;3002.30.10.00;3002.39.10.00;3002.42.00.10
IMR-3002420090-202201,imports:3002.42.00.90:2022-01,imports,3002.42.00.90,"Vaccines, veterinary use, nes",202201,202606,427200979,IM-3002310000-198801,3002.31.00.00,198801,5,5,11,3002.30.00.90;3002.30.90.00;3002.31.00.00;3002.39.90.00;3002.42.00.90
IMR-3002490010-202201,imports:3002.49.00.10:2022-01,imports,3002.49.00.10,"Cultures, of micro-organisms (excluding yeasts) and similar products",202201,202606,285149673,IM-3002900050-201701,3002.90.00.50,201701,2,2,100,3002.49.00.10;3002.90.00.50
IMR-3002490020-202201,imports:3002.49.00.20:2022-01,imports,3002.49.00.20,Toxins and similar products,202201,202606,836054441,IM-3002901010-198801,3002.90.10.10,198801,8,8,13,3002.49.00.20;3002.90.00.10;3002.90.00.11;3002.90.00.12;3002.90.00.19;3002.90.10.10;3002.90.10.11;3002.90.10.19
IMR-3002490090-202201,imports:3002.49.00.90:2022-01,imports,3002.49.00.90,"Vaccines,toxins,cultures of micro-organisms (excl yeasts) & similar products,nes",202201,202606,405195810,IM-3002490090-202201,3002.49.00.90,202201,1,1,109,3002.49.00.90
IMR-3002510000-202201,imports:3002.51.00.00:2022-01,imports,3002.51.00.00,"Cell therapy products, whether or not modified",202201,202606,482025290,IM-3002510000-202201,3002.51.00.00,202201,1,1,110,3002.51.00.00
IMR-3002590000-202201,imports:3002.59.00.00:2022-01,imports,3002.59.00.00,"Cell cultures, whether or not modified, nes",202201,202606,41094630,IM-3002590000-202201,3002.59.00.00,202201,1,1,111,3002.59.00.00
IMR-3002900010-201701,imports:3002.90.00.10:2017-01,imports,3002.90.00.10,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",201701,202112,825580243,IM-3002901010-198801,3002.90.10.10,198801,8,8,13,3002.49.00.20;3002.90.00.10;3002.90.00.11;3002.90.00.12;3002.90.00.19;3002.90.10.10;3002.90.10.11;3002.90.10.19
IMR-3002900011-199801,imports:3002.90.00.11:1998-01,imports,3002.90.00.11,Ricin,199801,201609,74680,IM-3002901010-198801,3002.90.10.10,198801,8,8,13,3002.49.00.20;3002.90.00.10;3002.90.00.11;3002.90.00.12;3002.90.00.19;3002.90.10.10;3002.90.10.11;3002.90.10.19
IMR-3002900012-200003,imports:3002.90.00.12:2000-03,imports,3002.90.00.12,Saxitoxin,200003,201610,578,IM-3002901010-198801,3002.90.10.10,198801,8,8,13,3002.49.00.20;3002.90.00.10;3002.90.00.11;3002.90.00.12;3002.90.00.19;3002.90.10.10;3002.90.10.11;3002.90.10.19
IMR-3002900019-199801,imports:3002.90.00.19:1998-01,imports,3002.90.00.19,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates, nes",199801,201612,836383694,IM-3002901010-198801,3002.90.10.10,198801,8,8,13,3002.49.00.20;3002.90.00.10;3002.90.00.11;3002.90.00.12;3002.90.00.19;3002.90.10.10;3002.90.10.11;3002.90.10.19
IMR-3002900020-199801,imports:3002.90.00.20:1998-01,imports,3002.90.00.20,Butter-making ferment cultures,199801,201612,17636239,IM-3002901020-198801,3002.90.10.20,198801,13,13,14,3002.10.00.60;3002.10.00.90;3002.19.00.00;3002.90.00.20;3002.90.00.90;3002.90.00.91;3002.90.00.93;3002.90.00.99;3002.90.10.20;3002.90.10.30;3002.90.90.10;3002.90.90.30;3002.90.90.90
IMR-3002900020-202201,imports:3002.90.00.20:2022-01,imports,3002.90.00.20,"Toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",202201,202606,58562872,IM-3002900020-202201,3002.90.00.20,202201,1,1,112,3002.90.00.20
IMR-3002900030-199802,imports:3002.90.00.30:1998-02,imports,3002.90.00.30,Dried blood of animal origin,199802,202606,11502070,IM-3002901040-198801,3002.90.10.40,198801,2,2,15,3002.90.00.30;3002.90.10.40
IMR-3002900040-201701,imports:3002.90.00.40:2017-01,imports,3002.90.00.40,Whole human blood,201701,202606,38243147,IM-3002909020-199104,3002.90.90.20,199104,3,3,90,3002.90.00.40;3002.90.00.92;3002.90.90.20
IMR-3002900050-201701,imports:3002.90.00.50:2017-01,imports,3002.90.00.50,Micro-organisms cultures,201701,202112,257772832,IM-3002900050-201701,3002.90.00.50,201701,2,2,100,3002.49.00.10;3002.90.00.50
IMR-3002900090-201701,imports:3002.90.00.90:2017-01,imports,3002.90.00.90,"Human blood;animal blood for therap/prophltc/diagnostic uses;toxins,sim prod,nes",201701,202112,1318018738,IM-3002901020-198801,3002.90.10.20,198801,13,13,14,3002.10.00.60;3002.10.00.90;3002.19.00.00;3002.90.00.20;3002.90.00.90;3002.90.00.91;3002.90.00.93;3002.90.00.99;3002.90.10.20;3002.90.10.30;3002.90.90.10;3002.90.90.30;3002.90.90.90
IMR-3002900090-202201,imports:3002.90.00.90:2022-01,imports,3002.90.00.90,"Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",202201,202606,1408359842,IM-3002901020-198801,3002.90.10.20,198801,13,13,14,3002.10.00.60;3002.10.00.90;3002.19.00.00;3002.90.00.20;3002.90.00.90;3002.90.00.91;3002.90.00.93;3002.90.00.99;3002.90.10.20;3002.90.10.30;3002.90.90.10;3002.90.90.30;3002.90.90.90
IMR-3002900091-199801,imports:3002.90.00.91:1998-01,imports,3002.90.00.91,Bacteria culture inoculants for seeds,199801,200112,29476563,IM-3002901020-198801,3002.90.10.20,198801,13,13,14,3002.10.00.60;3002.10.00.90;3002.19.00.00;3002.90.00.20;3002.90.00.90;3002.90.00.91;3002.90.00.93;3002.90.00.99;3002.90.10.20;3002.90.10.30;3002.90.90.10;3002.90.90.30;3002.90.90.90
IMR-3002900091-200201,imports:3002.90.00.91:2002-01,imports,3002.90.00.91,"Bacteria culture inoculants, for seeds",200201,201612,125889873,IM-3002901020-198801,3002.90.10.20,198801,13,13,14,3002.10.00.60;3002.10.00.90;3002.19.00.00;3002.90.00.20;3002.90.00.90;3002.90.00.91;3002.90.00.93;3002.90.00.99;3002.90.10.20;3002.90.10.30;3002.90.90.10;3002.90.90.30;3002.90.90.90
IMR-3002900092-199801,imports:3002.90.00.92:1998-01,imports,3002.90.00.92,Whole human blood,199801,201612,15524973,IM-3002909020-199104,3002.90.90.20,199104,3,3,90,3002.90.00.40;3002.90.00.92;3002.90.90.20
IMR-3002900093-199802,imports:3002.90.00.93:1998-02,imports,3002.90.00.93,Antiallergenic preparations of microbial origin,199802,201612,1530127,IM-3002901020-198801,3002.90.10.20,198801,13,13,14,3002.10.00.60;3002.10.00.90;3002.19.00.00;3002.90.00.20;3002.90.00.90;3002.90.00.91;3002.90.00.93;3002.90.00.99;3002.90.10.20;3002.90.10.30;3002.90.90.10;3002.90.90.30;3002.90.90.90
IMR-3002900099-199801,imports:3002.90.00.99:1998-01,imports,3002.90.00.99,"Human blood, animal blood for therap, prophltc or diag uses, microbial prep, nes",199801,201112,326394960,IM-3002901020-198801,3002.90.10.20,198801,13,13,14,3002.10.00.60;3002.10.00.90;3002.19.00.00;3002.90.00.20;3002.90.00.90;3002.90.00.91;3002.90.00.93;3002.90.00.99;3002.90.10.20;3002.90.10.30;3002.90.90.10;3002.90.90.30;3002.90.90.90
IMR-3002900099-201201,imports:3002.90.00.99:2012-01,imports,3002.90.00.99,"Human blood;anml blood therap/prophltc/diag uses;toxins,micro-organisms cult,nes",201201,201612,358730842,IM-3002901020-198801,3002.90.10.20,198801,13,13,14,3002.10.00.60;3002.10.00.90;3002.19.00.00;3002.90.00.20;3002.90.00.90;3002.90.00.91;3002.90.00.93;3002.90.00.99;3002.90.10.20;3002.90.10.30;3002.90.90.10;3002.90.90.30;3002.90.90.90
IMR-3002901010-198801,imports:3002.90.10.10:1988-01,imports,3002.90.10.10,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",198801,199612,17090674,IM-3002901010-198801,3002.90.10.10,198801,8,8,13,3002.49.00.20;3002.90.00.10;3002.90.00.11;3002.90.00.12;3002.90.00.19;3002.90.10.10;3002.90.10.11;3002.90.10.19
IMR-3002901011-199701,imports:3002.90.10.11:1997-01,imports,3002.90.10.11,Ricin,199701,199712,33472,IM-3002901010-198801,3002.90.10.10,198801,8,8,13,3002.49.00.20;3002.90.00.10;3002.90.00.11;3002.90.00.12;3002.90.00.19;3002.90.10.10;3002.90.10.11;3002.90.10.19
IMR-3002901019-199701,imports:3002.90.10.19:1997-01,imports,3002.90.10.19,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates, nes",199701,199712,6387863,IM-3002901010-198801,3002.90.10.10,198801,8,8,13,3002.49.00.20;3002.90.00.10;3002.90.00.11;3002.90.00.12;3002.90.00.19;3002.90.10.10;3002.90.10.11;3002.90.10.19
IMR-3002901020-198801,imports:3002.90.10.20:1988-01,imports,3002.90.10.20,Ferment cultures,198801,199712,17995840,IM-3002901020-198801,3002.90.10.20,198801,13,13,14,3002.10.00.60;3002.10.00.90;3002.19.00.00;3002.90.00.20;3002.90.00.90;3002.90.00.91;3002.90.00.93;3002.90.00.99;3002.90.10.20;3002.90.10.30;3002.90.90.10;3002.90.90.30;3002.90.90.90
IMR-3002901030-198801,imports:3002.90.10.30:1988-01,imports,3002.90.10.30,Dried blood of human origin,198801,199712,5096986,IM-3002901020-198801,3002.90.10.20,198801,13,13,14,3002.10.00.60;3002.10.00.90;3002.19.00.00;3002.90.00.20;3002.90.00.90;3002.90.00.91;3002.90.00.93;3002.90.00.99;3002.90.10.20;3002.90.10.30;3002.90.90.10;3002.90.90.30;3002.90.90.90
IMR-3002901040-198801,imports:3002.90.10.40:1988-01,imports,3002.90.10.40,Dried blood of animal origin,198801,199712,2070092,IM-3002901040-198801,3002.90.10.40,198801,2,2,15,3002.90.00.30;3002.90.10.40
IMR-3002909010-198801,imports:3002.90.90.10:1988-01,imports,3002.90.90.10,Bacteria culture inoculants for seeds,198801,199712,30779871,IM-3002901020-198801,3002.90.10.20,198801,13,13,14,3002.10.00.60;3002.10.00.90;3002.19.00.00;3002.90.00.20;3002.90.00.90;3002.90.00.91;3002.90.00.93;3002.90.00.99;3002.90.10.20;3002.90.10.30;3002.90.90.10;3002.90.90.30;3002.90.90.90
IMR-3002909020-199104,imports:3002.90.90.20:1991-04,imports,3002.90.90.20,Whole human blood,199104,199706,1607419,IM-3002909020-199104,3002.90.90.20,199104,3,3,90,3002.90.00.40;3002.90.00.92;3002.90.90.20
IMR-3002909030-199004,imports:3002.90.90.30:1990-04,imports,3002.90.90.30,Antiallergenic preparations of microbial origin,199004,199709,96578,IM-3002901020-198801,3002.90.10.20,198801,13,13,14,3002.10.00.60;3002.10.00.90;3002.19.00.00;3002.90.00.20;3002.90.00.90;3002.90.00.91;3002.90.00.93;3002.90.00.99;3002.90.10.20;3002.90.10.30;3002.90.90.10;3002.90.90.30;3002.90.90.90
IMR-3002909090-198801,imports:3002.90.90.90:1988-01,imports,3002.90.90.90,"Human blood, animal blood for therap, prophltc or diag uses, microbial prep, nes",198801,199712,69506433,IM-3002901020-198801,3002.90.10.20,198801,13,13,14,3002.10.00.60;3002.10.00.90;3002.19.00.00;3002.90.00.20;3002.90.00.90;3002.90.00.91;3002.90.00.93;3002.90.00.99;3002.90.10.20;3002.90.10.30;3002.90.90.10;3002.90.90.30;3002.90.90.90
IMR-3003100000-198801,imports:3003.10.00.00:1988-01,imports,3003.10.00.00,"Penicillins or streptomycins & their derivatives, formulated, in bulk",198801,200112,3446348,IM-3003100000-198801,3003.10.00.00,198801,1,1,16,3003.10.00.00
IMR-3003100000-200201,imports:3003.10.00.00:2002-01,imports,3003.10.00.00,"Medi,cont penicillins/deriv w penicillanic acid struct, streptomycins/deriv,nfrs",200201,202606,14725386,IM-3003100000-198801,3003.10.00.00,198801,1,1,16,3003.10.00.00
IMR-3003200000-198801,imports:3003.20.00.00:1988-01,imports,3003.20.00.00,"Antibiotics, nes, formulated, in bulk",198801,200112,63884112,IM-3003200000-198801,3003.20.00.00,198801,1,1,17,3003.20.00.00
IMR-3003200000-200201,imports:3003.20.00.00:2002-01,imports,3003.20.00.00,"Medicaments,cont antibiotics,nes,mix,for therap/prophltc,nfrs,o/t No 30.02/05/06",200201,202606,2760595833,IM-3003200000-198801,3003.20.00.00,198801,1,1,17,3003.20.00.00
IMR-3003310000-201201,imports:3003.31.00.00:2012-01,imports,3003.31.00.00,"Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",201201,202603,2797436,IM-3003319900-198801,3003.31.99.00,198801,6,6,18,3003.31.00.00;3003.31.00.10;3003.31.00.90;3003.31.10.00;3003.31.91.00;3003.31.99.00
IMR-3003310010-199802,imports:3003.31.00.10:1998-02,imports,3003.31.00.10,"Insulin, prepared for parenteral administration in humans, in bulk",199802,201108,77748,IM-3003319900-198801,3003.31.99.00,198801,6,6,18,3003.31.00.00;3003.31.00.10;3003.31.00.90;3003.31.10.00;3003.31.91.00;3003.31.99.00
IMR-3003310090-199801,imports:3003.31.00.90:1998-01,imports,3003.31.00.90,"Insulin, formulated, in bulk, nes",199801,201112,5331921,IM-3003319900-198801,3003.31.99.00,198801,6,6,18,3003.31.00.00;3003.31.00.10;3003.31.00.90;3003.31.10.00;3003.31.91.00;3003.31.99.00
IMR-3003311000-198803,imports:3003.31.10.00:1988-03,imports,3003.31.10.00,"Insulin, prepared for parenteral administration in humans, in bulk",198803,199710,4350765,IM-3003319900-198801,3003.31.99.00,198801,6,6,18,3003.31.00.00;3003.31.00.10;3003.31.00.90;3003.31.10.00;3003.31.91.00;3003.31.99.00
IMR-3003319100-198802,imports:3003.31.91.00:1988-02,imports,3003.31.91.00,"Insulin, cont more than 23% of absolute ethyl alcohol by volume, in bulk",198802,199005,129843,IM-3003319900-198801,3003.31.99.00,198801,6,6,18,3003.31.00.00;3003.31.00.10;3003.31.00.90;3003.31.10.00;3003.31.91.00;3003.31.99.00
IMR-3003319900-198801,imports:3003.31.99.00:1988-01,imports,3003.31.99.00,"Insulin, formulated, in bulk, nes",198801,199712,3974845,IM-3003319900-198801,3003.31.99.00,198801,6,6,18,3003.31.00.00;3003.31.00.10;3003.31.00.90;3003.31.10.00;3003.31.91.00;3003.31.99.00
IMR-3003390000-201201,imports:3003.39.00.00:2012-01,imports,3003.39.00.00,"Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",201201,202606,148260150,IM-3003391000-198801,3003.39.10.00,198801,6,6,19,3003.39.00.00;3003.39.00.10;3003.39.00.90;3003.39.10.00;3003.39.91.00;3003.39.99.00
IMR-3003390010-199801,imports:3003.39.00.10:1998-01,imports,3003.39.00.10,"Epinephrine & its solutions, prepared for parenteral admin in humans, in bulk",199801,200110,1416380,IM-3003391000-198801,3003.39.10.00,198801,6,6,19,3003.39.00.00;3003.39.00.10;3003.39.00.90;3003.39.10.00;3003.39.91.00;3003.39.99.00
IMR-3003390010-200201,imports:3003.39.00.10:2002-01,imports,3003.39.00.10,"Epinephrine and its solutions, prepared for parenteral admin in humans, in bulk",200201,201112,2746002,IM-3003391000-198801,3003.39.10.00,198801,6,6,19,3003.39.00.00;3003.39.00.10;3003.39.00.90;3003.39.10.00;3003.39.91.00;3003.39.99.00
IMR-3003390090-199801,imports:3003.39.00.90:1998-01,imports,3003.39.00.90,"Hormones, nes, not containing antibiotics, in bulk, o/t contraceptives",199801,201112,151533683,IM-3003391000-198801,3003.39.10.00,198801,6,6,19,3003.39.00.00;3003.39.00.10;3003.39.00.90;3003.39.10.00;3003.39.91.00;3003.39.99.00
IMR-3003391000-198801,imports:3003.39.10.00:1988-01,imports,3003.39.10.00,"Epinephrine & its solutions, prepared for parenteral admin in humans, in bulk",198801,199712,724092,IM-3003391000-198801,3003.39.10.00,198801,6,6,19,3003.39.00.00;3003.39.00.10;3003.39.00.90;3003.39.10.00;3003.39.91.00;3003.39.99.00
IMR-3003399100-198801,imports:3003.39.91.00:1988-01,imports,3003.39.91.00,"Hormones, containing more than 23% of absolute ethyl alcohol by volume, in bulk",198801,199707,10184,IM-3003391000-198801,3003.39.10.00,198801,6,6,19,3003.39.00.00;3003.39.00.10;3003.39.00.90;3003.39.10.00;3003.39.91.00;3003.39.99.00
IMR-3003399900-198801,imports:3003.39.99.00:1988-01,imports,3003.39.99.00,"Hormones, nes, not cont antibiotics, in bulk, o/t contraceptives",198801,199712,41099945,IM-3003391000-198801,3003.39.10.00,198801,6,6,19,3003.39.00.00;3003.39.00.10;3003.39.00.90;3003.39.10.00;3003.39.91.00;3003.39.99.00
IMR-3003400000-199801,imports:3003.40.00.00:1998-01,imports,3003.40.00.00,"Alkaloids or their derivs, formulated, not cont antibiotics/hormones, in bulk",199801,201612,112415829,IM-3003409000-198802,3003.40.90.00,198802,4,4,76,3003.40.00.00;3003.40.10.00;3003.40.90.00;3003.49.00.00
IMR-3003401000-199203,imports:3003.40.10.00:1992-03,imports,3003.40.10.00,"Alkaloids or their derivs, cont more than 23% of absol ethyl alc by vol, in bulk",199203,199308,12838,IM-3003409000-198802,3003.40.90.00,198802,4,4,76,3003.40.00.00;3003.40.10.00;3003.40.90.00;3003.49.00.00
IMR-3003409000-198802,imports:3003.40.90.00:1988-02,imports,3003.40.90.00,"Alkaloids or their derivs, formltd, not cont antibiotics or horm, in bulk, nes",198802,199712,3954586,IM-3003409000-198802,3003.40.90.00,198802,4,4,76,3003.40.00.00;3003.40.10.00;3003.40.90.00;3003.49.00.00
IMR-3003410000-201706,imports:3003.41.00.00:2017-06,imports,3003.41.00.00,"Medicaments,cont ephedrin/salts,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",201706,202605,14190,IM-3003410000-201706,3003.41.00.00,201706,1,1,106,3003.41.00.00
IMR-3003420000-202209,imports:3003.42.00.00:2022-09,imports,3003.42.00.00,"Medicaments,cont pseudoephedrine/sa,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",202209,202401,193,IM-3003420000-202209,3003.42.00.00,202209,1,1,118,3003.42.00.00
IMR-3003430000-201701,imports:3003.43.00.00:2017-01,imports,3003.43.00.00,"Medicaments,cont norephedrine/salts,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",201701,202506,21630,IM-3003430000-201701,3003.43.00.00,201701,1,1,101,3003.43.00.00
IMR-3003490000-201701,imports:3003.49.00.00:2017-01,imports,3003.49.00.00,"Medi,cont alkaloids/deriv t/o,nes,mix,f therap/prophltc,nfrs,o/t No 30.02/05/06",201701,202606,9095501,IM-3003409000-198802,3003.40.90.00,198802,4,4,76,3003.40.00.00;3003.40.10.00;3003.40.90.00;3003.49.00.00
IMR-3003600000-201701,imports:3003.60.00.00:2017-01,imports,3003.60.00.00,"Medicaments,cont antimalarial active principles,mixed,nfrs,o/t No 30.02/05/06",201701,202508,786374,IM-3003600000-201701,3003.60.00.00,201701,1,1,102,3003.60.00.00
